-0.9754752,0.6648776,1.7945174
-0.9716088,0.4669551,1.6853978
-0.9602171,0.2708860,1.6167546
-0.9370521,0.0754310,1.6506342
-0.9128324,-0.1187795,1.6882626
-0.8887942,-0.3119126,1.7272426
-0.8534948,-0.5032942,1.7619800
-0.7884317,-0.6857216,1.7119815
-0.6879469,-0.8573865,1.5960243
-0.5604419,-1.0079850,1.3651680
-0.4046870,-1.1284050,1.1083060
-0.2200981,-1.1985892,1.0731975
-0.0275421,-1.1923505,1.0629229
0.1475451,-1.1030065,1.1233301
0.2944125,-0.9685511,1.2129067
0.4139483,-0.8079077,1.4905426
0.5036054,-0.6393486,1.6612147
0.5761132,-0.4623685,1.7706737
0.6369463,-0.2739033,1.8984762
0.6832549,-0.0856624,2.0349405
0.7205264,0.1070301,2.2014718
0.7528232,0.3043777,2.3864414
0.7822310,0.4961258,2.5674676
0.8127110,0.6920397,2.6965487
0.8451663,0.8855222,2.6746357
0.8818925,1.0797146,2.5842144
0.9222177,1.2722124,2.4044135
0.9638087,1.4655789,2.2714133
0.9992446,1.6576640,2.1697090
1.0193674,1.8552190,2.1024583
1.0180377,2.0503734,2.0311155
0.9918724,2.2473939,1.8963634
0.9383169,2.4379609,1.7447563
0.8647040,2.6119800,1.5232944
0.7613198,2.7757487,1.2553874
0.6165049,2.9115020,1.1027517
0.4386187,2.9896163,1.2668620
0.2419748,3.0143814,1.4310711
0.0469572,2.9929597,1.5537407
-0.1412833,2.9312301,1.6372317
-0.3113828,2.8349799,1.7089303
-0.4596625,2.7086849,1.7707682
-0.5857940,2.5589202,1.8315995
-0.6875633,2.3925420,1.9081814
-0.7686491,2.2129736,2.0039848
-0.8323032,2.0276438,2.1378613
-0.8826189,1.8384730,2.2766746
-0.9212903,1.6442861,2.4055775
-0.9482742,1.4507341,2.4432411
-0.9675148,1.2545736,2.3910013
-0.9788904,1.0581422,2.2312797
-0.9798253,0.8614961,2.1897841
-0.9754752,0.6648776,1.7945174
