0.3274519,-1.0025819,1.0916070
0.3040132,-1.1818298,1.2513408
0.3258886,-1.3894193,1.4064740
0.3999336,-1.5670093,1.5488037
0.5136194,-1.7286779,1.6776954
0.6472279,-1.8688046,1.7724758
0.8019480,-1.9961318,1.8658818
0.9641497,-2.1024534,1.9400369
1.1388942,-2.1938231,2.0141921
1.3201199,-2.2683370,2.0818820
1.5074950,-2.3264385,2.1470864
1.7006260,-2.3672819,2.1717845
1.8970312,-2.3892964,2.1052962
2.0907352,-2.3909776,2.0388079
2.2901438,-2.3695057,1.9275777
2.4784334,-2.3256883,1.8122923
2.6642957,-2.2566702,1.6792417
2.8348515,-2.1654188,1.5385285
2.9941562,-2.0468558,1.3676980
3.1208455,-1.9043395,1.1846440
3.2072959,-1.7217789,1.2425433
3.2463028,-1.5298885,1.2208767
3.2560851,-1.3454410,1.1528007
3.2439305,-1.1513231,1.3339267
3.1905892,-0.9662178,1.5267167
3.0986046,-0.7893726,1.6855389
2.9757052,-0.6346670,1.8202859
2.8306829,-0.5039461,1.9305839
2.6673050,-0.3933577,2.0313845
2.4937314,-0.3025817,2.1160540
2.3117095,-0.2288256,2.1939147
2.1238860,-0.1708054,2.2330328
1.9325574,-0.1274064,2.2465634
1.7380285,-0.0975946,2.1942450
1.5424121,-0.0819540,2.0659828
1.3460735,-0.0820237,1.9248250
1.1496968,-0.0996197,1.7604125
0.9590027,-0.1361904,1.5837413
0.7744434,-0.1992304,1.3825209
0.6053969,-0.3000639,1.2132394
0.4694036,-0.4419929,1.0861516
0.3983525,-0.6318481,1.1455530
0.3831458,-0.8179258,1.3609048
0.3274519,-1.0025819,1.0916070
