-1.9419697,2.9618142,2.4379968
-1.9141604,2.7646539,2.4575233
-1.8695598,2.5709342,2.4732712
-1.8085798,2.3822006,2.4853483
-1.7316315,2.1995100,2.4937608
-1.6389189,2.0235262,2.4979541
-1.5316101,1.8565259,2.4997643
-1.4104331,1.6995024,2.4997535
-1.2760988,1.5533825,2.4985713
-1.1296306,1.4193396,2.4970149
-0.9723201,1.2985582,2.4959847
-0.8050510,1.1917194,2.4956148
-0.6289161,1.0995708,2.4958766
-0.4454947,1.0229378,2.4966794
-0.2565530,0.9624443,2.4972242
-0.0627747,0.9182406,2.4965631
0.1341406,0.8907532,2.4942692
0.3324734,0.8802471,2.4892729
0.5313739,0.8869097,2.4649980
0.7287551,0.9110248,2.4252518
0.9226103,0.9528739,2.3744389
1.1115927,1.0129499,2.3250950
1.2942926,1.0918890,2.2707541
1.4673422,1.1892875,2.2280621
1.6285255,1.3047217,2.2094334
1.7759051,1.4372499,2.2126168
1.9078771,1.5854438,2.2180752
2.0227454,1.7473489,2.2249927
2.1189447,1.9205337,2.2319386
2.1956918,2.1032879,2.2388140
2.2522576,2.2936885,2.2455642
2.2880701,2.4895472,2.2516696
2.3028254,2.6874881,2.2545380
2.2969263,2.8858210,2.2669126
2.2710000,3.0830493,2.2985381
2.2263743,3.2768020,2.3513007
2.1647474,3.4656976,2.4093784
2.0873221,3.6488725,2.4613846
1.9952821,3.8248434,2.5071248
1.8895633,3.9925629,2.5455682
1.7704067,4.1518968,2.5744548
1.6392574,4.3010648,2.5982552
1.4969915,4.4393441,2.6175788
1.3443772,4.5661699,2.6330840
1.1822908,4.6809078,2.6439524
1.0119873,4.7827281,2.6492366
0.8342802,4.8711792,2.6378777
0.6500162,4.9456907,2.6047185
0.4605826,5.0053386,2.5463798
0.2669742,5.0491993,2.4894502
0.0700750,5.0763511,2.4355062
-0.1284841,5.0858404,2.3804063
-0.3269679,5.0769390,2.3043222
-0.5246267,5.0487399,2.2222755
-0.7186198,5.0001874,2.1384543
-0.9052169,4.9303497,2.0836937
-1.0811938,4.8386172,2.1025896
-1.2432879,4.7269947,2.1189388
-1.3915576,4.6005223,2.1336191
-1.5278397,4.4563021,2.1418916
-1.6458007,4.2971464,2.1495622
-1.7444095,4.1247067,2.1694226
-1.8231610,3.9414131,2.2128462
-1.8824452,3.7506194,2.2737597
-1.9232234,3.5562022,2.3302477
-1.9465678,3.3587423,2.3741884
-1.9527607,3.1598435,2.3987816
-1.9419697,2.9618142,2.4379968
